row_index,rank,feature,feature_value,shap_value,plain_explanation
3460,1,combined_risk,3.168906308,2.914984196,Multiple risk signals increased at the same time
3460,2,total_activity,234,2.903074168,Overall system activity was unusually high
3460,3,email_weekly_emails_with_attachments,2.299121014,0.294814837,Many emails included attachments
10257,1,combined_risk,2.592011945,2.2422257,Multiple risk signals increased at the same time
10257,2,file_weekly_total_file_events,3.776755882,0.778424376,File access activity was unusually high
10257,3,file_activity,131,0.764341609,File-related activity was unusually high
8225,1,combined_risk,3.088279209,3.084536061,Multiple risk signals increased at the same time
8225,2,total_activity,155,1.067195508,Overall system activity was unusually high
8225,3,device_weekly_avg_device_connections_per_day,4.342504712,0.920470422,Daily external device usage was unusually high
5543,1,total_activity,302,2.646675353,Overall system activity was unusually high
5543,2,combined_risk,4.681224337,1.641190173,Multiple risk signals increased at the same time
5543,3,behavioral_risk_3week_avg,8.333333333,1.038661616,Suspicious behavior stayed elevated over several weeks
40960,1,total_activity,200,1.57563543,Overall system activity was unusually high
40960,2,combined_risk,4.120567376,1.545525304,Multiple risk signals increased at the same time
40960,3,behavioral_risk_3week_avg,8,1.260974988,Suspicious behavior stayed elevated over several weeks
20205,1,total_activity,533,2.610375348,Overall system activity was unusually high
20205,2,combined_risk,3.823254946,2.03953871,Multiple risk signals increased at the same time
20205,3,behavioral_risk_3week_avg,6.666666667,1.34392127,Suspicious behavior stayed elevated over several weeks
4797,1,combined_risk,3.114408361,3.057437518,Multiple risk signals increased at the same time
4797,2,total_activity,204,1.549973435,Overall system activity was unusually high
4797,3,file_activity,109,1.06046413,File-related activity was unusually high
17540,1,total_activity,360,2.427668305,Overall system activity was unusually high
17540,2,combined_risk,3.714818962,2.093417638,Multiple risk signals increased at the same time
17540,3,behavioral_risk_3week_avg,6.666666667,1.365714567,Suspicious behavior stayed elevated over several weeks
27618,1,combined_risk,3.603023516,2.27361994,Multiple risk signals increased at the same time
27618,2,total_activity,182,1.862453872,Overall system activity was unusually high
27618,3,behavioral_risk_3week_avg,7,1.154754953,Suspicious behavior stayed elevated over several weeks
34477,1,combined_risk,3.603770063,3.558393683,Multiple risk signals increased at the same time
34477,2,http_weekly_active_days,5.504626106,1.934935483,Web activity occurred across many days
34477,3,behavioral_risk_3week_avg,7,1.398584098,Suspicious behavior stayed elevated over several weeks
7983,1,combined_risk,3.066442703,4.039602829,Multiple risk signals increased at the same time
7983,2,http_weekly_active_days,5.504626106,1.754279636,Web activity occurred across many days
7983,3,behavioral_risk_3week_avg,6,0.400884303,Suspicious behavior stayed elevated over several weeks
28412,1,total_activity,288,3.288708275,Overall system activity was unusually high
28412,2,combined_risk,3.188316536,3.113264383,Multiple risk signals increased at the same time
28412,3,file_activity,67,0.51775967,File-related activity was unusually high
32472,1,total_activity,181,2.765771135,Overall system activity was unusually high
32472,2,combined_risk,2.120754013,1.316415917,Multiple risk signals increased at the same time
32472,3,behavioral_risk_3week_avg,4.333333333,0.944628517,Suspicious behavior stayed elevated over several weeks
19760,1,total_activity,335,3.982070081,Overall system activity was unusually high
19760,2,combined_risk,2.714259052,2.833788751,Multiple risk signals increased at the same time
19760,3,device_weekly_avg_device_connections_per_day,4.014172581,0.555406599,Daily external device usage was unusually high
19785,1,total_activity,167,2.502166218,Overall system activity was unusually high
19785,2,combined_risk,2.106756252,1.307720049,Multiple risk signals increased at the same time
19785,3,device_weekly_avg_device_connections_per_day,4.561392799,1.238845233,Daily external device usage was unusually high
17386,1,combined_risk,3.200261292,2.826261496,Multiple risk signals increased at the same time
17386,2,total_activity,295,2.764161537,Overall system activity was unusually high
17386,3,file_activity,93,0.988131981,File-related activity was unusually high
19788,1,total_activity,155,2.327253658,Overall system activity was unusually high
19788,2,combined_risk,2.097237775,1.350596372,Multiple risk signals increased at the same time
19788,3,logon_weekly_active_days,-2.122578512,0.909141307,Login activity occurred across many days
16143,1,total_activity,421,2.946851121,Overall system activity was unusually high
16143,2,combined_risk,3.784061217,1.953305487,Multiple risk signals increased at the same time
16143,3,behavioral_risk_3week_avg,6.666666667,1.181236927,Suspicious behavior stayed elevated over several weeks
13453,1,combined_risk,3.103023516,4.393768664,Multiple risk signals increased at the same time
13453,2,http_weekly_active_days,5.504626106,1.998016324,Web activity occurred across many days
13453,3,total_activity,139,0.486067305,Overall system activity was unusually high
39414,1,total_activity,254,3.129927455,Overall system activity was unusually high
39414,2,combined_risk,2.654535274,2.547371853,Multiple risk signals increased at the same time
39414,3,file_activity,104,1.188415807,File-related activity was unusually high
1252,1,total_activity,163,1.832876407,Overall system activity was unusually high
1252,2,combined_risk,2.099850691,0.960859477,Multiple risk signals increased at the same time
1252,3,behavioral_risk_3week_avg,4.666666667,0.938545132,Suspicious behavior stayed elevated over several weeks
28093,1,total_activity,296,2.066729862,Overall system activity was unusually high
28093,2,combined_risk,4.674132139,1.496027727,Multiple risk signals increased at the same time
28093,3,behavioral_risk_3week_avg,9,1.036613085,Suspicious behavior stayed elevated over several weeks
22488,1,combined_risk,3.610488988,3.556628216,Multiple risk signals increased at the same time
22488,2,http_weekly_active_days,5.504626106,2.088846791,Web activity occurred across many days
22488,3,behavioral_risk_3week_avg,7,1.416127612,Suspicious behavior stayed elevated over several weeks
21589,1,combined_risk,3.063456514,4.025934427,Multiple risk signals increased at the same time
21589,2,http_weekly_active_days,5.504626106,1.721397764,Web activity occurred across many days
21589,3,behavioral_risk_3week_avg,6,0.4003496,Suspicious behavior stayed elevated over several weeks
6565,1,combined_risk,4.590705487,1.856185069,Multiple risk signals increased at the same time
6565,2,behavioral_risk_3week_avg,8.666666667,1.426629764,Suspicious behavior stayed elevated over several weeks
6565,3,device_weekly_distinct_pcs_used,12.66286696,1.006436862,External devices were used on multiple computers
16525,1,combined_risk,3.59518477,1.938226895,Multiple risk signals increased at the same time
16525,2,behavioral_risk_3week_avg,6.666666667,1.469041267,Suspicious behavior stayed elevated over several weeks
16525,3,device_weekly_distinct_pcs_used,10.24350695,0.89142185,External devices were used on multiple computers
34619,1,total_activity,515,2.596593904,Overall system activity was unusually high
34619,2,combined_risk,3.804031355,2.040528281,Multiple risk signals increased at the same time
34619,3,behavioral_risk_3week_avg,7.666666667,1.303523059,Suspicious behavior stayed elevated over several weeks
31500,1,combined_risk,3.57241508,3.677422056,Multiple risk signals increased at the same time
31500,2,http_weekly_active_days,5.504626106,1.94662521,Web activity occurred across many days
31500,3,behavioral_risk_3week_avg,7,1.410263793,Suspicious behavior stayed elevated over several weeks
17524,1,total_activity,616,2.828968665,Overall system activity was unusually high
17524,2,file_activity,302,1.363851921,File-related activity was unusually high
17524,3,behavioral_risk_3week_avg,7,1.302163823,Suspicious behavior stayed elevated over several weeks
16510,1,total_activity,265,2.294999393,Overall system activity was unusually high
16510,2,file_activity,99,1.334922047,File-related activity was unusually high
16510,3,behavioral_risk_3week_avg,7.333333333,1.219375721,Suspicious behavior stayed elevated over several weeks
24341,1,total_activity,171,2.528102404,Overall system activity was unusually high
24341,2,combined_risk,2.109369168,0.866434209,Multiple risk signals increased at the same time
24341,3,behavioral_risk_3week_avg,4.333333333,0.772069231,Suspicious behavior stayed elevated over several weeks
15452,1,combined_risk,4.612915267,2.292584935,Multiple risk signals increased at the same time
15452,2,http_weekly_active_days,5.504626106,1.451131563,Web activity occurred across many days
15452,3,behavioral_risk_3week_avg,9,1.345428559,Suspicious behavior stayed elevated over several weeks
39383,1,total_activity,552,2.472729581,Overall system activity was unusually high
39383,2,combined_risk,4.334079881,1.698849234,Multiple risk signals increased at the same time
39383,3,behavioral_risk_3week_avg,8,1.314008844,Suspicious behavior stayed elevated over several weeks
31929,1,combined_risk,3.611235536,3.556628216,Multiple risk signals increased at the same time
31929,2,http_weekly_active_days,5.504626106,2.094309521,Web activity occurred across many days
31929,3,behavioral_risk_3week_avg,7,1.416662315,Suspicious behavior stayed elevated over several weeks
20797,1,total_activity,238,3.884929033,Overall system activity was unusually high
